what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1294331298039
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1294331298059
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1294331307011
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331308742
error,log,,,"Error in CDT Core during AST creation",1294331308743
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1294331311491
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1294331318101
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331320386
error,log,,,"Error in CDT Core during AST creation",1294331320387
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331320396
error,log,,,"Error in CDT Core during AST creation",1294331320396
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331321891
error,log,,,"Error in CDT Core during AST creation",1294331321892
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331322268
error,log,,,"Error in CDT Core during AST creation",1294331322268
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331322273
error,log,,,"Error in CDT Core during AST creation",1294331322273
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1294331322822
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331323860
error,log,,,"Error in CDT Core during AST creation",1294331323861
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331325773
error,log,,,"Error in CDT Core during AST creation",1294331325774
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331327230
error,log,,,"Error in CDT Core during AST creation",1294331327230
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331329358
error,log,,,"Error in CDT Core during AST creation",1294331329360
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331330194
error,log,,,"Error in CDT Core during AST creation",1294331330194
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331330618
error,log,,,"Error in CDT Core during AST creation",1294331330618
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331336225
error,log,,,"Error in CDT Core during AST creation",1294331336225
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331336463
error,log,,,"Error in CDT Core during AST creation",1294331336463
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331336468
error,log,,,"Error in CDT Core during AST creation",1294331336468
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331338104
error,log,,,"Error in CDT Core during AST creation",1294331338104
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331338917
error,log,,,"Error in CDT Core during AST creation",1294331338917
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331338921
error,log,,,"Error in CDT Core during AST creation",1294331338922
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331340160
error,log,,,"Error in CDT Core during AST creation",1294331340161
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331349186
error,log,,,"Error in CDT Core during AST creation",1294331349186
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331351170
error,log,,,"Error in CDT Core during AST creation",1294331351171
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331363484
error,log,,,"Error in CDT Core during AST creation",1294331363485
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331363935
error,log,,,"Error in CDT Core during AST creation",1294331363935
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331363941
error,log,,,"Error in CDT Core during AST creation",1294331363941
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331364799
error,log,,,"Error in CDT Core during AST creation",1294331364799
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331367197
error,log,,,"Error in CDT Core during AST creation",1294331367198
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1294331369357
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331371221
error,log,,,"Error in CDT Core during AST creation",1294331371221
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1294331371783
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331372715
error,log,,,"Error in CDT Core during AST creation",1294331372715
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331378240
error,log,,,"Error in CDT Core during AST creation",1294331378241
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1294331379278
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331380226
error,log,,,"Error in CDT Core during AST creation",1294331380227
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331385388
error,log,,,"Error in CDT Core during AST creation",1294331385389
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1294331386099
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331386978
error,log,,,"Error in CDT Core during AST creation",1294331386978
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331388435
error,log,,,"Error in CDT Core during AST creation",1294331388435
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331388893
error,log,,,"Error in CDT Core during AST creation",1294331388893
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331389755
error,log,,,"Error in CDT Core during AST creation",1294331389756
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331390755
error,log,,,"Error in CDT Core during AST creation",1294331390756
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331392928
error,log,,,"Error in CDT Core during AST creation",1294331392929
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331395770
error,log,,,"Error in CDT Core during AST creation",1294331395770
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331398580
error,log,,,"Error in CDT Core during AST creation",1294331398581
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331400507
error,log,,,"Error in CDT Core during AST creation",1294331400507
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331400512
error,log,,,"Error in CDT Core during AST creation",1294331400512
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331405796
error,log,,,"Error in CDT Core during AST creation",1294331405796
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1294331406797
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1294331407418
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331408287
error,log,,,"Error in CDT Core during AST creation",1294331408288
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1294331411643
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1294331445081
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1294331465997
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331467664
error,log,,,"Error in CDT Core during AST creation",1294331467664
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331469339
error,log,,,"Error in CDT Core during AST creation",1294331469340
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294331469345
error,log,,,"Error in CDT Core during AST creation",1294331469345
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1294332602956
opened,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1294332603134
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1294332603194
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1294332603212
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1294332611083
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294332611789
error,log,,,"Error in CDT Core during AST creation",1294332611789
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294332620161
error,log,,,"Error in CDT Core during AST creation",1294332620161
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294332624741
error,log,,,"Error in CDT Core during AST creation",1294332624741
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294332635198
error,log,,,"Error in CDT Core during AST creation",1294332635198
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294332638220
error,log,,,"Error in CDT Core during AST creation",1294332638220
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294332639301
error,log,,,"Error in CDT Core during AST creation",1294332639301
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294332645834
error,log,,,"Error in CDT Core during AST creation",1294332645834
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294332647251
error,log,,,"Error in CDT Core during AST creation",1294332647252
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294332649760
error,log,,,"Error in CDT Core during AST creation",1294332649763
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294332651277
error,log,,,"Error in CDT Core during AST creation",1294332651277
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1294332654335
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1294332656025
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294332664167
error,log,,,"Error in CDT Core during AST creation",1294332664167
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294332664173
error,log,,,"Error in CDT Core during AST creation",1294332664173
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294332665649
error,log,,,"Error in CDT Core during AST creation",1294332665649
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294332667223
error,log,,,"Error in CDT Core during AST creation",1294332667224
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1294332669196
