what,kind,bundleId,bundleVersion,description,time
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1290160303640
error,log,,,"Error in CDT Core during AST creation",1290160303640
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1290160305278
error,log,,,"Error in CDT Core during AST creation",1290160305279
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1290160306629
error,log,,,"Error in CDT Core during AST creation",1290160306641
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1290160308528
error,log,,,"Error in CDT Core during AST creation",1290160308528
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1290160310688
error,log,,,"Error in CDT Core during AST creation",1290160310688
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1290160311426
error,log,,,"Error in CDT Core during AST creation",1290160311427
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1290160313919
error,log,,,"Error while parsing /tradeticket/fixingRates.cpp.",1290160313963
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1290160408266
opened,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1290160415077
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1290160415129
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1290160415150
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1290160427774
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1290160438745
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1290160471494
error,log,,,"Error in CDT Core during AST creation",1290160471495
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1290160516567
error,log,,,"Error in CDT Core during AST creation",1290160516567
