what,kind,bundleId,bundleVersion,description,time
error,log,,,"Error in CDT Core during AST creation",1299914442712
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914444119
error,log,,,"Error in CDT Core during AST creation",1299914444129
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914446353
error,log,,,"Error in CDT Core during AST creation",1299914446354
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914447050
error,log,,,"Error in CDT Core during AST creation",1299914447050
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1299914447963
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1299914448908
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914450181
error,log,,,"Error in CDT Core during AST creation",1299914450183
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1299914450382
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914451309
error,log,,,"Error in CDT Core during AST creation",1299914451309
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914453670
error,log,,,"Error in CDT Core during AST creation",1299914453671
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914453811
error,log,,,"Error in CDT Core during AST creation",1299914453811
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914453825
error,log,,,"Error in CDT Core during AST creation",1299914453825
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914455793
error,log,,,"Error in CDT Core during AST creation",1299914455793
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914457270
error,log,,,"Error in CDT Core during AST creation",1299914457270
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914458801
error,log,,,"Error in CDT Core during AST creation",1299914458801
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914461012
error,log,,,"Error in CDT Core during AST creation",1299914461012
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914461979
error,log,,,"Error in CDT Core during AST creation",1299914461980
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914464473
error,log,,,"Error in CDT Core during AST creation",1299914464473
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914465941
error,log,,,"Error in CDT Core during AST creation",1299914465941
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1299914467740
error,log,,,"Error while parsing /genSchedule/schedule.cpp.",1299914467778
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299914472783
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.buildProject",1299914476213
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1299914476864
error,log,,,"Error while parsing /tradeticket/swapLeg.cpp.",1299914480867
error,log,,,"Error while parsing /genSchedule/schedule.cpp.",1299914481010
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1299914481109
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1299914486398
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1299914489830
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1299914489867
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914490562
error,log,,,"Error in CDT Core during AST creation",1299914490563
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299914494828
error,log,,,"Error while parsing /genSchedule/schedule.cpp.",1299914498752
error,log,,,"Error logged from Debug Core: ",1299914512055
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914572088
error,log,,,"Error in CDT Core during AST creation",1299914572089
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914573199
error,log,,,"Error in CDT Core during AST creation",1299914573200
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914573245
error,log,,,"Error in CDT Core during AST creation",1299914573246
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1299914591129
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.cdt.core"".",1299914611432
